50,350
50,350
50,350
50,350
50,350
50,350
50,350
50,350
50,350
50,350
50,350
50,350
50,350
50,350
50,350
50,350
50,350
50,350
50,350
50,350
50,350
50,350
50,350
50,350
50,350
50,350
50,350
50,350
50,350
50,350
50,350
50,350
50,350
50,350
50,350
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,300
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,250
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,200
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,150
50,100
50,100
50,100
50,100
50,100
50,100
50,100
50,100
50,100
50,100
50,100
50,100
50,100
50,100
50,100
50,100
50,100
50,100
50,100
50,100
50,100
50,100
50,100
50,100
50,100
50,100
50,100
